STATDATA,PLAYER,NUMERICALDATA,TIME,STAT,DATAINDEX
18916,38,,,23583,0
18917,,1,,23583,1
18918,39,,,23584,0
18919,40,,,23585,0
18920,31,,,23586,0
18921,32,,,23587,0
18922,31,,,23589,0
18923,,2,,23589,1
18924,39,,,23590,0
18925,40,,,23592,0
18926,43,,,23593,0
18927,31,,,23593,1
18928,39,,,23594,0
18931,32,,,23597,0
18932,40,,,23599,0
18933,39,,,23600,0
18934,28,,,23601,0
18935,29,,,23603,0
18936,39,,,23603,1
18937,43,,,23604,0
18938,,1,,23604,1
18939,32,,,23605,0
18940,40,,,23607,0
18941,28,,,23608,0
18942,,3,,23608,1
18943,43,,,23609,0
18944,40,,,23611,0
18945,32,,,23614,0
18946,38,,,23615,0
18947,43,,,23616,0
18948,40,,,23618,0
18949,32,,,23619,0
18950,38,,,23620,0
18951,43,,,23621,0
18952,40,,,23623,0
18953,32,,,23624,0
18954,44,,,23628,0
18955,38,,,23628,1
18956,40,,,23629,0
18957,44,,,23630,0
18958,28,,,23631,0
18959,,1,,23631,1
18960,40,,,23634,0
18961,35,,,23635,0
18962,43,,,23636,0
18963,40,,,23637,0
18964,40,,,23640,0
18965,40,,,23643,0
18968,43,,,23646,0
18969,,1,,23646,1
18970,40,,,23647,0
18971,29,,,23649,0
18972,,2,,23649,1
18973,43,,,23650,0
18974,40,,,23652,0
18975,31,,,23653,0
18976,43,,,23653,1
18977,39,,,23654,0
18978,29,,,23654,1
18979,31,,,23655,0
18980,28,,,23656,0
18981,,2,,23656,1
18982,31,,,23657,0
18983,,2,,23657,1
18984,39,,,23658,0
18985,40,,,23660,0
18986,28,,,23661,0
18987,,1,,23661,1
18988,28,,,23664,0
18989,,3,,23664,1
18990,32,,,23665,0
18991,40,,,23667,0
18992,40,,,23668,0
18993,43,,,23668,1
18994,30,,,23668,2
18995,33,,,23668,3
18996,39,,,23668,4
18997,32,,,23668,5
18998,40,,,23669,0
18999,43,,,23670,0
19000,40,,,23671,0
19001,43,,,23688,0
19002,39,,,23690,0
19003,,1,,23690,1
19004,39,,,23691,0
19005,40,,,23692,0
19006,39,,,23693,0
19007,30,,,23694,0
19008,43,,,23695,0
19009,39,,,23696,0
19010,40,,,23698,0
19011,39,,,23699,0
19012,,3,,23699,1
19013,39,,,23700,0
19014,40,,,23702,0
19015,28,,,23703,0
19016,,1,,23703,1
19017,39,,,23704,0
19018,,1,,23704,1
19019,43,,,23709,0
19020,,1,,23709,1
19021,43,,,23710,0
19022,39,,,23711,0
19023,40,,,23713,0
19024,28,,,23714,0
19029,28,,,23719,0
19030,39,,,23720,0
19032,28,,,23724,0
19039,40,,,23733,0
19042,40,,,23737,0
19044,28,,,23740,0
19045,28,,,23743,0
19046,40,,,23744,0
19051,40,,,23752,0
19057,40,,,23761,0
19058,40,,,23762,0
19059,40,,,23763,0
19060,40,,,23764,0
19061,40,,,23765,0
19062,40,,,23767,0
19063,40,,,23769,0
19064,28,,,23771,0
19065,28,,,23772,0
19066,32,,,23773,0
19067,40,,,23774,0
19068,28,,,23775,0
19069,,2,,23775,1
19070,39,,,23776,0
19071,40,,,23778,0
19072,28,,,23779,0
19073,,1,,23779,1
19074,39,,,23780,0
19075,40,,,23782,0
19076,38,,,23783,0
19077,33,,,23783,1
19078,38,,,23784,0
19079,38,,,23787,0
19080,38,,,23791,0
19081,,1,,23791,1
19082,43,,,23794,0
19083,,1,,23794,1
19084,39,,,23795,0
19085,40,,,23796,0
19087,39,,,23798,0
19089,40,,,23801,0
19090,40,,,23802,0
19091,40,,,23804,0
19092,39,,,23805,0
19093,39,,,23806,0
19094,,2,,23806,1
19095,43,,,23807,0
19096,40,,,23808,0
19097,32,,,23809,0
19098,38,,,23811,0
19099,,1,,23811,1
19100,43,,,23812,0
19101,40,,,23814,0
19102,38,,,23815,0
19103,,1,,23815,1
19104,40,,,23816,0
19105,32,,,23820,0
19106,39,,,23821,0
19107,43,,,23822,0
19108,40,,,23823,0
19110,38,,,23827,0
19111,39,,,23830,0
19112,,1,,23830,1
19113,39,,,23833,0
19114,,1,,23833,1
19115,39,,,23836,0
19116,,1,,23836,1
19117,43,,,23837,0
19118,40,,,23838,0
19119,28,,,23839,0
19120,30,,,23840,0
19121,40,,,23841,0
19122,43,,,23842,0
19123,28,,,23843,0
19124,43,,,23844,0
19125,40,,,23845,0
19126,28,,,23846,0
19127,,3,,23846,1
19128,30,,,23847,0
19129,40,,,23849,0
19130,30,,,23850,0
19131,40,,,23851,0
19132,28,,,23852,0
19133,38,,,23853,0
19134,,1,,23853,1
19135,43,,,23854,0
19136,40,,,23856,0
19137,38,,,23857,0
19138,,3,,23857,1
19139,43,,,23858,0
19140,40,,,23859,0
19141,30,,,23860,0
19142,33,,,23863,0
19143,38,,,23863,1
19145,40,,,23867,0
19146,40,,,23869,0
19147,40,,,23872,0
19148,28,,,23874,0
19149,,3,,23874,1
19150,39,,,23875,0
19151,43,,,23876,0
19152,40,,,23878,0
19153,43,,,23879,0
19154,43,,,23882,0
19155,33,,,23885,0
19156,39,,,23887,0
19157,,0,,23887,1
19158,43,,,23889,0
19159,,1,,23889,1
19160,39,,,23890,0
19161,39,,,23891,0
19162,40,,,23892,0
19163,28,,,23893,0
19164,28,,,23897,0
19165,43,,,23898,0
19166,39,,,23899,0
19167,40,,,23900,0
19169,28,,,23905,0
19170,28,,,23908,0
19171,28,,,23911,0
19172,28,,,23913,0
19173,43,,,23914,0
19174,43,,,23915,0
19175,40,,,23916,0
19176,43,,,23917,0
19177,39,,,23918,0
19178,40,,,23919,0
19179,40,,,23920,0
19180,40,,,23921,0
19181,40,,,23922,0
19182,40,,,23924,0
19183,28,,,23925,0
19184,40,,,23926,0
19185,40,,,23927,0
19186,43,,,23930,0
19187,,2,,23930,1
19188,40,,,23931,0
19189,39,,,23933,0
19190,,3,,23933,1
19191,39,,,23934,0
19192,40,,,23936,0
19193,38,,,23937,0
19194,33,,,23937,1
19195,38,,,23938,0
19196,40,,,23956,0
19197,43,,,23956,1
19198,35,,,23956,2
19199,44,,,23956,3
19200,39,,,23956,4
19201,32,,,23956,5
19202,40,,,23957,0
19203,40,,,23958,0
19204,40,,,23961,0
19205,43,,,23963,0
19206,,1,,23963,1
19207,43,,,23964,0
19208,40,,,23965,0
19209,35,,,23966,0
19210,28,,,23967,0
19211,43,,,23968,0
19212,40,,,23969,0
19213,43,,,23972,0
19214,39,,,23973,0
19215,31,,,23975,0
19216,43,,,23975,1
19217,31,,,23976,0
19218,,1,,23976,1
19219,35,,,23977,0
19220,31,,,23978,0
19221,39,,,23979,0
19222,40,,,23981,0
19223,28,,,23982,0
19224,28,,,23985,0
19225,28,,,23988,0
19226,32,,,23989,0
19227,28,,,23990,0
19228,44,,,23991,0
19229,40,,,23992,0
19230,32,,,23993,0
19231,28,,,23996,0
19232,31,,,23997,0
19233,,3,,23997,1
19234,32,,,23998,0
19235,40,,,23999,0
19236,28,,,24000,0
19237,,2,,24000,1
19238,39,,,24001,0
19239,40,,,24003,0
19241,28,,,24005,0
19243,28,,,24008,0
19244,39,,,24010,0
19245,,1,,24010,1
19246,40,,,24011,0
19247,40,,,24013,0
19248,38,,,24014,0
19249,44,,,24014,1
19250,38,,,24015,0
19251,38,,,24018,0
19252,31,,,24019,0
19253,32,,,24020,0
19254,40,,,24022,0
19255,38,,,24023,0
19256,38,,,24024,0
19257,,1,,24024,1
19258,39,,,24025,0
19259,40,,,24027,0
19260,31,,,24028,0
19261,,3,,24028,1
19262,32,,,24029,0
19263,40,,,24030,0
19264,43,,,24033,0
19265,31,,,24033,1
19266,29,,,24034,0
19267,39,,,24034,1
19268,29,,,24035,0
19269,43,,,24038,0
19270,40,,,24039,0
19271,32,,,24044,0
19272,35,,,24045,0
19273,29,,,24047,0
19274,,3,,24047,1
19275,35,,,24048,0
19276,40,,,24050,0
19277,35,,,24051,0
19278,,3,,24051,1
19279,43,,,24052,0
19280,40,,,24054,0
19281,44,,,24055,0
19282,38,,,24055,1
19283,40,,,24056,0
19284,40,,,24059,0
19285,29,,,24060,0
19286,,1,,24060,1
19287,44,,,24061,0
19288,40,,,24062,0
19289,35,,,24063,0
19290,40,,,24065,0
19291,29,,,24066,0
19292,43,,,24067,0
19293,40,,,24068,0
19294,43,,,24069,0
19295,28,,,24072,0
19296,,2,,24072,1
19297,43,,,24073,0
19298,40,,,24074,0
19299,29,,,24075,0
19300,43,,,24077,0
19301,,2,,24077,1
19302,35,,,24078,0
19303,40,,,24079,0
19304,45,,,24082,0
19305,29,,,24082,1
19306,43,,,24083,0
19307,35,,,24084,0
19308,31,,,24086,0
19309,43,,,24086,1
19310,31,,,24087,0
19311,,1,,24087,1
19312,40,,,24088,0
19313,35,,,24090,0
19315,45,,,24093,0
19316,32,,,24093,1
19317,40,,,24095,0
19318,45,,,24096,0
19319,40,,,24097,0
19320,38,,,24101,0
19321,44,,,24101,1
19322,38,,,24104,0
19323,38,,,24105,0
19324,31,,,24107,0
19325,,1,,24107,1
19326,40,,,24108,0
19327,32,,,24110,0
19328,40,,,24111,0
19329,45,,,24112,0
19330,40,,,24113,0
19331,45,,,24114,0
19332,40,,,24116,0
19333,28,,,24126,0
19334,,2,,24126,1
19335,40,,,24127,0
19336,43,,,24128,0
19337,40,,,24129,0
19338,40,,,24130,0
19339,39,,,24138,0
19340,,1,,24138,1
19341,43,,,24143,0
19342,31,,,24146,0
19343,,1,,24146,1
19344,44,,,24147,0
19345,40,,,24148,0
19346,31,,,24149,0
19347,,3,,24149,1
19348,35,,,24150,0
19349,40,,,24151,0
19350,35,,,24152,0
19351,44,,,24152,1
19352,28,,,24154,0
19353,40,,,24155,0
19354,40,,,24156,0
19355,39,,,24157,0
19356,,1,,24157,1
19357,40,,,24158,0
19358,40,,,24159,0
19359,28,,,24160,0
19360,31,,,24161,0
19361,,2,,24161,1
19362,39,,,24168,0
19363,,2,,24168,1
19364,39,,,24169,0
19365,40,,,24171,0
19366,38,,,24172,0
19367,31,,,24173,0
19368,39,,,24174,0
19369,40,,,24175,0
19370,31,,,24176,0
19371,39,,,24177,0
19372,40,,,24179,0
19373,38,,,24180,0
19374,38,,,24181,0
19375,28,,,24183,0
19376,,1,,24183,1
19377,31,,,24186,0
19378,,1,,24186,1
19379,28,,,24189,0
19380,,2,,24189,1
19381,39,,,24190,0
19382,40,,,24191,0
19383,28,,,24192,0
19384,,1,,24192,1
19385,39,,,24193,0
19386,40,,,24194,0
19387,29,,,24199,0
19388,38,,,24200,0
19389,38,,,24202,0
19390,,1,,24202,1
19391,43,,,24203,0
19392,40,,,24204,0
19393,28,,,24205,0
19394,,2,,24205,1
19395,32,,,24206,0
19396,40,,,24207,0
19397,28,,,24208,0
19398,32,,,24209,0
19399,40,,,24211,0
19400,29,,,24212,0
19401,,3,,24212,1
19402,40,,,24213,0
19403,40,,,24214,0
19404,43,,,24215,0
19405,40,,,24216,0
19406,29,,,24217,0
19407,43,,,24218,0
19408,40,,,24220,0
19409,32,,,24221,0
19410,35,,,24222,0
19411,40,,,24222,1
19412,32,,,24224,0
19413,32,,,24227,0
19414,29,,,24228,0
19415,40,,,24229,0
19416,40,,,24230,0
19417,40,,,24231,0
19418,40,,,24232,0
19419,43,,,24233,0
19420,40,,,24235,0
19421,40,,,24238,0
19422,43,,,24242,0
19423,43,,,24243,0
19424,39,,,24244,0
19425,40,,,24245,0
19426,43,,,24248,0
19427,40,,,24249,0
19428,40,,,24250,0
19429,31,,,24253,0
19430,,1,,24253,1
19431,31,,,24254,0
19434,43,,,24258,0
19435,40,,,24259,0
19436,28,,,24262,0
19437,28,,,24263,0
19438,,3,,24263,1
19439,32,,,24264,0
19440,40,,,24265,0
19441,28,,,24266,0
19442,31,,,24268,0
19443,,1,,24268,1
19444,31,,,24269,0
19445,40,,,24270,0
19446,31,,,24271,0
19447,39,,,24272,0
19448,40,,,24273,0
19449,40,,,24274,0
19450,40,,,24275,0
19451,39,,,24278,0
19452,,1,,24278,1
19453,39,,,24279,0
19454,40,,,24280,0
19455,31,,,24281,0
19456,31,,,24282,0
19457,39,,,24283,0
19458,40,,,24284,0
19459,38,,,24289,0
19460,32,,,24291,0
19461,40,,,24292,0
19462,39,,,24293,0
19463,40,,,24294,0
19464,29,,,24297,0
19465,32,,,24298,0
19466,29,,,24299,0
19467,43,,,24300,0
19468,40,,,24302,0
19469,28,,,24303,0
19470,,3,,24303,1
19471,43,,,24304,0
19472,40,,,24306,0
19474,32,,,24310,0
19475,32,,,24312,0
19476,32,,,24315,0
19477,40,,,24333,0
19478,40,,,24334,0
19479,43,,,24334,1
19480,35,,,24334,2
19481,44,,,24334,3
19482,39,,,24334,4
19483,32,,,24334,5
19484,40,,,24335,0
19485,43,,,24338,0
19486,,0,,24338,1
19487,28,,,24340,0
19488,,2,,24340,1
19489,43,,,24341,0
19490,40,,,24343,0
19491,43,,,24344,0
19492,31,,,24347,0
19493,43,,,24347,1
19494,28,,,24350,0
19495,28,,,24353,0
19496,31,,,24354,0
19497,,2,,24354,1
19498,39,,,24355,0
19499,40,,,24357,0
19500,31,,,24358,0
19501,,1,,24358,1
19502,39,,,24359,0
19503,40,,,24360,0
19504,28,,,24361,0
19505,,3,,24361,1
19506,32,,,24362,0
19507,40,,,24363,0
19508,44,,,24364,0
19509,28,,,24365,0
19510,44,,,24366,0
19511,40,,,24368,0
19512,38,,,24369,0
19513,44,,,24369,1
19514,38,,,24370,0
19515,38,,,24373,0
19516,28,,,24374,0
19517,39,,,24375,0
19518,38,,,24376,0
19519,28,,,24379,0
19520,,1,,24379,1
19521,39,,,24380,0
19522,38,,,24382,0
19523,29,,,24383,0
19524,38,,,24384,0
19525,,3,,24384,1
19526,32,,,24385,0
19527,38,,,24387,0
19528,29,,,24388,0
19529,28,,,24389,0
19530,40,,,24390,0
19531,38,,,24391,0
19532,38,,,24394,0
19533,,1,,24394,1
19534,29,,,24395,0
19535,,3,,24395,1
19536,43,,,24396,0
19537,38,,,24397,0
19538,29,,,24398,0
19539,40,,,24399,0
19540,38,,,24401,0
19541,43,,,24402,0
19542,,1,,24402,1
19543,43,,,24403,0
19544,38,,,24404,0
19545,28,,,24405,0
19546,43,,,24406,0
19547,38,,,24408,0
19548,32,,,24411,0
19549,32,,,24414,0
19550,38,,,24415,0
19551,,3,,24415,1
19552,35,,,24416,0
19553,38,,,24417,0
19554,29,,,24418,0
19555,43,,,24419,0
19556,38,,,24421,0
19557,32,,,24422,0
19558,29,,,24423,0
19559,28,,,24425,0
19560,,3,,24425,1
19561,35,,,24426,0
19562,38,,,24428,0
19563,40,,,24429,0
19564,35,,,24430,0
19565,,3,,24430,1
19566,43,,,24431,0
19567,38,,,24432,0
19569,40,,,24436,0
19570,40,,,24438,0
19571,29,,,24439,0
19572,40,,,24440,0
19573,40,,,24441,0
19574,38,,,24442,0
19576,35,,,24444,0
19577,44,,,24444,1
19578,40,,,24446,0
19579,29,,,24447,0
19580,29,,,24448,0
19581,38,,,24449,0
19582,40,,,24450,0
19583,40,,,24451,0
19584,38,,,24452,0
19585,40,,,24453,0
19586,43,,,24455,0
19587,,1,,24455,1
19588,43,,,24456,0
19589,38,,,24457,0
19590,29,,,24458,0
19591,29,,,24460,0
19592,,3,,24460,1
19593,35,,,24461,0
19594,38,,,24462,0
19595,39,,,24465,0
19596,29,,,24465,1
19597,43,,,24466,0
19598,43,,,24469,0
19599,28,,,24470,0
19600,39,,,24471,0
19601,38,,,24472,0
19604,31,,,24475,0
19605,,1,,24475,1
19606,28,,,24482,0
19607,,1,,24482,1
19608,39,,,24485,0
19609,,0,,24485,1
19610,28,,,24488,0
19611,,0,,24488,1
19613,28,,,24493,0
19614,28,,,24495,0
19615,31,,,24496,0
19616,39,,,24497,0
19617,38,,,24499,0
19619,28,,,24501,0
19620,28,,,24503,0
19621,,2,,24503,1
19622,32,,,24504,0
19623,38,,,24506,0
19624,39,,,24507,0
19625,28,,,24509,0
19626,,1,,24509,1
19627,39,,,24510,0
19628,38,,,24511,0
19629,31,,,24512,0
19630,,3,,24512,1
19631,39,,,24513,0
19632,38,,,24515,0
19633,39,,,24533,0
19634,,1,,24533,1
19635,29,,,24534,0
19636,39,,,24535,0
19637,29,,,24537,0
19638,45,,,24538,0
19641,45,,,24543,0
19642,,2,,24543,1
19643,35,,,24544,0
19644,29,,,24546,0
19645,28,,,24547,0
19646,,2,,24547,1
19647,33,,,24548,0
19648,29,,,24549,0
19649,28,,,24552,0
19650,,3,,24552,1
19651,45,,,24553,0
19652,29,,,24554,0
19653,45,,,24559,0
19654,,0,,24559,1
19655,39,,,24561,0
19656,,1,,24561,1
19657,45,,,24562,0
19658,29,,,24563,0
19659,45,,,24564,0
19660,45,,,24565,0
19661,29,,,24566,0
19662,35,,,24567,0
19663,28,,,24571,0
19664,28,,,24576,0
19665,33,,,24577,0
19666,45,,,24578,0
19667,29,,,24580,0
19668,28,,,24581,0
19669,28,,,24584,0
19670,45,,,24585,0
19671,28,,,24586,0
19672,33,,,24587,0
19673,29,,,24589,0
19674,28,,,24590,0
19675,39,,,24591,0
19676,,1,,24591,1
19677,45,,,24592,0
19678,29,,,24594,0
19679,39,,,24595,0
19680,,3,,24595,1
19681,45,,,24596,0
19682,29,,,24598,0
19684,45,,,24600,0
19685,,2,,24600,1
19688,33,,,24602,0
19689,45,,,24606,0
19690,,1,,24606,1
19691,39,,,24607,0
19692,29,,,24608,0
19693,28,,,24611,0
19694,,0,,24611,1
19695,28,,,24613,0
19696,,1,,24613,1
19698,30,,,24615,0
19699,45,,,24618,0
19700,,1,,24618,1
19701,30,,,24619,0
19702,45,,,24621,0
19703,28,,,24623,0
19704,,1,,24623,1
19705,29,,,24626,0
19708,45,,,24630,0
19709,28,,,24632,0
19710,,1,,24632,1
19711,30,,,24633,0
19712,29,,,24635,0
19713,31,,,24636,0
19714,31,,,24637,0
19715,39,,,24639,0
19716,,0,,24639,1
19717,45,,,24641,0
19718,,1,,24641,1
19719,29,,,24644,0
19720,28,,,24645,0
19721,,1,,24645,1
19722,39,,,24646,0
19723,29,,,24648,0
19724,29,,,24649,0
19725,35,,,24650,0
19726,29,,,24653,0
19727,45,,,24654,0
19728,45,,,24655,0
19729,39,,,24659,0
19730,28,,,24662,0
19731,,0,,24662,1
19732,39,,,24664,0
19733,,3,,24664,1
19734,45,,,24665,0
19735,29,,,24666,0
19736,28,,,24667,0
19737,45,,,24668,0
19738,29,,,24670,0
19739,28,,,24671,0
19740,45,,,24672,0
19741,39,,,24673,0
19742,33,,,24674,0
19743,29,,,24676,0
19744,28,,,24677,0
19745,28,,,24678,0
19746,40,,,24681,0
19747,40,,,24682,0
19748,43,,,24682,1
19749,35,,,24682,2
19750,44,,,24682,3
19751,39,,,24682,4
19752,32,,,24682,5
19753,28,,,24684,0
19754,,1,,24684,1
19755,39,,,24687,0
19756,,1,,24687,1
19757,43,,,24690,0
19758,31,,,24692,0
19759,43,,,24692,1
19760,31,,,24693,0
19761,,3,,24693,1
19762,35,,,24694,0
19763,40,,,24695,0
19765,35,,,24698,0
19766,40,,,24699,0
19767,31,,,24701,0
19768,,1,,24701,1
19769,39,,,24702,0
19770,40,,,24704,0
19771,28,,,24705,0
19772,30,,,24706,0
19773,39,,,24709,0
19774,,2,,24709,1
19775,39,,,24710,0
19776,40,,,24711,0
19778,40,,,24713,0
19779,40,,,24714,0
19780,40,,,24715,0
19781,40,,,24717,0
19786,32,,,24721,0
19788,39,,,24723,0
19790,38,,,24726,0
19791,44,,,24726,1
19792,39,,,24727,0
19793,,2,,24727,1
19794,40,,,24728,0
19795,40,,,24730,0
19796,38,,,24731,0
19797,38,,,24734,0
19798,28,,,24736,0
19799,,3,,24736,1
19800,32,,,24737,0
19801,40,,,24738,0
19802,29,,,24741,0
19803,29,,,24744,0
19804,28,,,24745,0
19805,29,,,24748,0
19806,32,,,24749,0
19807,28,,,24751,0
19808,,3,,24751,1
19809,40,,,24752,0
19810,40,,,24753,0
19811,29,,,24754,0
19812,32,,,24757,0
19813,32,,,24761,0
19814,29,,,24762,0
19815,40,,,24764,0
19816,40,,,24765,0
19817,43,,,24766,0
19818,40,,,24767,0
19819,38,,,24768,0
19820,43,,,24769,0
19821,40,,,24771,0
19822,40,,,24772,0
19823,28,,,24773,0
19824,,2,,24773,1
19825,35,,,24774,0
19826,40,,,24775,0
19827,28,,,24776,0
19828,,3,,24776,1
19829,43,,,24777,0
19830,40,,,24778,0
19831,43,,,24783,0
19832,43,,,24786,0
19833,28,,,24791,0
19834,31,,,24792,0
19835,39,,,24793,0
19836,40,,,24794,0
19837,32,,,24795,0
19838,39,,,24797,0
19839,,1,,24797,1
19842,39,,,24800,0
19843,40,,,24802,0
19844,31,,,24803,0
19845,,2,,24803,1
19846,32,,,24804,0
19847,40,,,24806,0
19848,31,,,24807,0
19849,,3,,24807,1
19850,32,,,24808,0
19851,40,,,24809,0
19852,38,,,24812,0
19853,28,,,24813,0
19855,31,,,24820,0
19856,,2,,24820,1
19857,40,,,24821,0
19858,40,,,24822,0
19859,29,,,24827,0
19860,32,,,24828,0
19861,29,,,24830,0
19862,29,,,24833,0
19863,32,,,24834,0
19866,43,,,24837,0
19868,28,,,24840,0
19869,,2,,24840,1
19870,40,,,24842,0
19871,32,,,24843,0
19872,43,,,24844,0
19873,35,,,24844,1
19874,32,,,24846,0
19875,38,,,24849,0
19876,,1,,24849,1
19877,43,,,24850,0
19878,40,,,24852,0
19879,38,,,24853,0
19880,,1,,24853,1
19881,43,,,24854,0
19882,40,,,24856,0
19883,40,,,24857,0
19884,28,,,24859,0
19885,,1,,24859,1
19886,35,,,24860,0
19887,29,,,24861,0
19888,43,,,24862,0
19889,40,,,24864,0
19890,43,,,24865,0
19891,44,,,24866,0
19892,39,,,24868,0
19893,,2,,24868,1
19894,35,,,24869,0
19895,40,,,24870,0
19896,40,,,24871,0
19897,40,,,24872,0
19898,40,,,24873,0
19899,40,,,24874,0
19900,39,,,24875,0
19901,40,,,24876,0
19902,40,,,24877,0
19903,40,,,24878,0
19904,40,,,24879,0
19905,40,,,24881,0
19906,28,,,24882,0
19907,28,,,24885,0
19908,28,,,24888,0
19909,31,,,24889,0
19910,39,,,24890,0
19911,40,,,24891,0
19912,39,,,24892,0
19913,39,,,24895,0
19914,,1,,24895,1
19915,39,,,24896,0
19916,40,,,24897,0
19917,38,,,24900,0
19918,32,,,24901,0
19919,39,,,24903,0
19920,40,,,24905,0
19921,28,,,24906,0
19922,,2,,24906,1
19923,40,,,24907,0
19924,40,,,24908,0
19925,43,,,24908,1
19926,35,,,24908,2
19927,44,,,24908,3
19928,39,,,24908,4
19929,32,,,24908,5
19930,40,,,24909,0
19931,39,,,24910,0
19932,44,,,24911,0
19933,40,,,24912,0
19934,28,,,24913,0
19935,,1,,24913,1
19936,39,,,24914,0
19937,43,,,24915,0
19938,40,,,24917,0
19939,43,,,24920,0
19940,28,,,24921,0
19941,39,,,24922,0
19942,40,,,24923,0
19943,40,,,24924,0
19944,40,,,24925,0
19945,28,,,24926,0
19946,40,,,24927,0
19947,40,,,24928,0
19948,40,,,24929,0
19949,40,,,24931,0
19950,31,,,24932,0
19951,,1,,24932,1
19952,44,,,24933,0
19953,40,,,24934,0
19954,28,,,24937,0
19955,32,,,24938,0
19956,40,,,24939,0
19957,40,,,24940,0
19958,40,,,24941,0
19959,40,,,24943,0
19961,28,,,24945,0
19962,28,,,24947,0
19964,28,,,24951,0
19965,28,,,24953,0
19966,31,,,24954,0
19967,39,,,24955,0
19968,40,,,24956,0
19969,32,,,24957,0
19970,40,,,24958,0
19971,31,,,24959,0
19972,,2,,24959,1
19973,39,,,24960,0
19975,40,,,24963,0
19976,28,,,24964,0
19977,32,,,24965,0
19978,40,,,24966,0
19979,40,,,24967,0
19980,39,,,24968,0
19981,40,,,24969,0
19982,31,,,24970,0
19983,,2,,24970,1
19986,31,,,24974,0
19987,,1,,24974,1
19988,40,,,24975,0
19989,39,,,24977,0
19990,40,,,24978,0
19991,28,,,24980,0
19992,,0,,24980,1
19993,39,,,24982,0
19994,,1,,24982,1
19997,39,,,24986,0
19999,28,,,24988,0
20000,39,,,24989,0
20002,39,,,24992,0
20003,31,,,24993,0
20004,,1,,24993,1
20005,40,,,24995,0
20006,40,,,24996,0
20007,40,,,24998,0
20008,38,,,25001,0
20009,38,,,25004,0
20010,38,,,25007,0
20011,32,,,25008,0
20012,38,,,25010,0
20013,,1,,25010,1
20014,29,,,25015,0
20015,29,,,25016,0
20016,29,,,25018,0
20017,,1,,25018,1
20018,29,,,25019,0
20019,,2,,25019,1
20020,40,,,25020,0
20021,40,,,25022,0
20022,32,,,25023,0
20023,29,,,25024,0
20024,35,,,25025,0
20025,40,,,25027,0
20026,43,,,25030,0
20027,40,,,25031,0
20028,29,,,25032,0
20029,,3,,25032,1
20030,29,,,25035,0
20031,,1,,25035,1
20032,29,,,25038,0
20033,,2,,25038,1
20034,43,,,25039,0
20035,40,,,25040,0
20036,43,,,25043,0
20037,43,,,25044,0
20039,40,,,25048,0
20040,40,,,25049,0
20041,40,,,25050,0
20042,40,,,25051,0
20043,40,,,25052,0
20044,35,,,25053,0
20045,43,,,25053,1
20046,40,,,25055,0
20047,40,,,25058,0
20048,44,,,25059,0
20049,43,,,25060,0
20050,40,,,25062,0
20051,40,,,25063,0
20052,40,,,25064,0
20053,40,,,25065,0
20054,40,,,25066,0
20055,40,,,25067,0
20058,28,,,25070,0
20059,,3,,25070,1
20060,43,,,25071,0
20062,28,,,25074,0
20063,,3,,25074,1
20064,35,,,25075,0
20067,40,,,25079,0
20068,40,,,25080,0
20069,40,,,25082,0
20070,29,,,25089,0
20071,,3,,25089,1
20072,40,,,25090,0
20073,28,,,25092,0
20074,,1,,25092,1
20075,44,,,25093,0
20076,40,,,25094,0
20077,28,,,25095,0
20078,43,,,25096,0
20079,40,,,25097,0
20080,35,,,25098,0
20082,28,,,25100,0
20083,,3,,25100,1
20084,35,,,25101,0
20086,40,,,25105,0
20087,40,,,25106,0
20088,43,,,25112,0
20089,43,,,25113,0
20090,28,,,25116,0
20091,,0,,25116,1
20092,31,,,25118,0
20093,,0,,25118,1
20094,28,,,25120,0
20095,,0,,25120,1
20096,28,,,25122,0
20097,,2,,25122,1
20098,39,,,25123,0
20099,40,,,25124,0
20100,28,,,25125,0
20101,39,,,25126,0
20102,40,,,25128,0
20103,28,,,25129,0
20104,28,,,25130,0
20105,39,,,25131,0
20106,40,,,25132,0
20107,40,,,25133,0
20108,40,,,25134,0
20116,46,,,25141,0
20117,37,,,25141,1
20118,30,,,25141,2
20119,33,,,25141,3
20120,50,,,25141,4
20121,48,,,25141,5
20122,37,,,25142,0
20123,,1,,25142,1
20124,37,,,25143,0
20125,37,,,25145,0
20126,37,,,25147,0
20127,37,,,25149,0
20128,50,,,25150,0
20129,37,,,25151,0
20130,37,,,25153,0
20131,37,,,25155,0
20132,50,,,25156,0
20133,49,,,25158,0
20134,,3,,25158,1
20135,50,,,25159,0
20136,30,,,25161,0
20137,30,,,25163,0
20138,52,,,25165,0
20139,,2,,25165,1
20140,50,,,25166,0
20141,51,,,25168,0
20142,51,,,25170,0
20143,50,,,25171,0
20144,50,,,25172,0
20145,56,,,25173,0
20146,50,,,25175,0
20147,,3,,25175,1
20148,37,,,25176,0
20149,51,,,25178,0
20150,33,,,25179,0
20151,46,,,25180,0
20152,46,,,25181,0
20153,56,,,25183,0
20154,,0,,25183,1
20155,37,,,25185,0
20156,37,,,25187,0
20157,56,,,25189,0
20158,,0,,25189,1
20159,30,,,25191,0
20160,30,,,25193,0
20161,50,,,25195,0
20162,33,,,25196,0
20163,51,,,25197,0
20164,51,,,25198,0
20165,51,,,25199,0
20166,51,,,25201,0
20167,50,,,25203,0
20168,37,,,25204,0
